from,to,files,text,fileReason,textReason
"markdown-preview","text-diff","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","file-metadata","false","false","""Markdown Preview"" does not produce files.","""File Metadata Viewer"" does not accept text."
"markdown-preview","image-preview","false","false","""Markdown Preview"" does not produce files.","""Image Preview"" does not accept text."
"markdown-preview","qr-generator","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","regex-tester","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","jwt-decoder","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","timestamp-converter","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","hash-generator","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","url-utils","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","uuid-generator","false","false","""Markdown Preview"" does not produce files.","""UUID Generator"" does not accept text."
"markdown-preview","qr-decoder","false","false","""Markdown Preview"" does not produce files.","""QR Decoder"" does not accept text."
"markdown-preview","passphrase-generator","false","false","""Markdown Preview"" does not produce files.","""Passphrase Generator"" does not accept text."
"markdown-preview","prompt-library","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","sql-formatter","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","cron-explainer","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","text-cases","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","html-entities","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","mime-lookup","false","false","""Markdown Preview"" does not produce files.","""MIME Type Lookup"" does not accept text."
"markdown-preview","http-status","false","false","""Markdown Preview"" does not produce files.","""HTTP Status Codes"" does not accept text."
"markdown-preview","image-convert","false","false","""Markdown Preview"" does not produce files.","""Image Converter"" does not accept text."
"markdown-preview","image-compress","false","false","""Markdown Preview"" does not produce files.","""Image Compressor"" does not accept text."
"markdown-preview","zip-create","false","false","""Markdown Preview"" does not produce files.","""ZIP Creator"" does not accept text."
"markdown-preview","zip-extract","false","false","""Markdown Preview"" does not produce files.","""ZIP & Archive Extractor"" does not accept text."
"markdown-preview","batch-rename","false","false","""Markdown Preview"" does not produce files.","""Batch Rename"" does not accept text."
"markdown-preview","pdf-merge","false","false","""Markdown Preview"" does not produce files.","""PDF Merger"" does not accept text."
"markdown-preview","pdf-split","false","false","""Markdown Preview"" does not produce files.","""PDF Splitter"" does not accept text."
"markdown-preview","pdf-preview","false","false","""Markdown Preview"" does not produce files.","""PDF Preview"" does not accept text."
"markdown-preview","pdf-rotate","false","false","""Markdown Preview"" does not produce files.","""PDF Rotator"" does not accept text."
"markdown-preview","pdf-compress","false","false","""Markdown Preview"" does not produce files.","""PDF Optimizer"" does not accept text."
"markdown-preview","pdf-reorder","false","false","""Markdown Preview"" does not produce files.","""PDF Page Reorderer"" does not accept text."
"markdown-preview","images-to-pdf","false","false","""Markdown Preview"" does not produce files.","""Images → PDF"" does not accept text."
"markdown-preview","pdf-to-images","false","false","""Markdown Preview"" does not produce files.","""PDF → Images"" does not accept text."
"markdown-preview","image-exif","false","false","""Markdown Preview"" does not produce files.","""EXIF Inspector"" does not accept text."
"markdown-preview","video-convert","false","false","""Markdown Preview"" does not produce files.","""Video Converter"" does not accept text."
"markdown-preview","video-compress","false","false","""Markdown Preview"" does not produce files.","""Video Compressor"" does not accept text."
"markdown-preview","video-to-gif","false","false","""Markdown Preview"" does not produce files.","""Video → GIF"" does not accept text."
"markdown-preview","extract-audio","false","false","""Markdown Preview"" does not produce files.","""Audio Extractor"" does not accept text."
"markdown-preview","audio-convert","false","false","""Markdown Preview"" does not produce files.","""Audio Converter"" does not accept text."
"markdown-preview","color-converter","false","false","""Markdown Preview"" does not produce files.","""Color Converter"" does not accept text."
"markdown-preview","brand-bible","false","false","""Markdown Preview"" does not produce files.","""Brand Bible Creator"" does not accept text."
"markdown-preview","json-to-types","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","image-watermark","false","false","""Markdown Preview"" does not produce files.","""Image Watermarker"" does not accept text."
"markdown-preview","icon-pack","false","false","""Markdown Preview"" does not produce files.","""Icon Pack Generator"" does not accept text."
"markdown-preview","social-resizer","false","false","""Markdown Preview"" does not produce files.","""Social Preset Resizer"" does not accept text."
"markdown-preview","pdf-to-text","false","false","""Markdown Preview"" does not produce files.","""PDF → Text"" does not accept text."
"markdown-preview","image-ocr","false","false","""Markdown Preview"" does not produce files.","""Image OCR Extractor"" does not accept text."
"markdown-preview","archive-inspect","false","false","""Markdown Preview"" does not produce files.","""Archive Inspector"" does not accept text."
"markdown-preview","svg-creator","false","false","""Markdown Preview"" does not produce files.","""SVG & Vector Studio"" does not accept text."
"markdown-preview","ascii-banner","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","image-to-ascii","false","false","""Markdown Preview"" does not produce files.","""Image → ASCII Art Converter"" does not accept text."
"markdown-preview","ascii-table","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","xml-json","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","text-analyzer","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","curl-converter","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","json-schema","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","chmod-calculator","false","false","""Markdown Preview"" does not produce files.","""Chmod & Unix Permission Calculator"" does not accept text."
"markdown-preview","keypair-generator","false","false","""Markdown Preview"" does not produce files.","""Cryptographic Keypair Generator"" does not accept text."
"markdown-preview","semver-calculator","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","image-palette","false","false","""Markdown Preview"" does not produce files.","""Image Color Palette & Swatch Extractor"" does not accept text."
"markdown-preview","image-slicer","false","false","""Markdown Preview"" does not produce files.","""Image Slicer & Grid Splitter"" does not accept text."
"markdown-preview","image-grid","false","false","""Markdown Preview"" does not produce files.","""Contact Sheet & Collage Grid Builder"" does not accept text."
"markdown-preview","gradient-studio","false","false","""Markdown Preview"" does not produce files.","""CSS & Vector Gradient Studio"" does not accept text."
"markdown-preview","pdf-numberer","false","false","""Markdown Preview"" does not produce files.","""PDF Page Numberer & Bates Stamper"" does not accept text."
"markdown-preview","pdf-watermark","false","false","""Markdown Preview"" does not produce files.","""PDF Watermarker & Stamp Applier"" does not accept text."
"markdown-preview","markdown-to-pdf","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","duplicate-finder","false","false","""Markdown Preview"" does not produce files.","""Duplicate File & Hash Matcher"" does not accept text."
"markdown-preview","folder-analyzer","false","false","""Markdown Preview"" does not produce files.","""Disk Space & Folder Tree Analyzer"" does not accept text."
"markdown-preview","checksum-verifier","false","false","""Markdown Preview"" does not produce files.","""File Checksum Signature Verifier"" does not accept text."
"markdown-preview","audio-trimmer","false","false","""Markdown Preview"" does not produce files.","""Audio Waveform Visualizer & Trimmer"" does not accept text."
"markdown-preview","audio-normalize","false","false","""Markdown Preview"" does not produce files.","""Audio Loudness & Volume Normalizer"" does not accept text."
"markdown-preview","id-photo-maker","false","false","""Markdown Preview"" does not produce files.","""ID & Passport Photo Studio"" does not accept text."
"markdown-preview","token-counter","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"markdown-preview","local-llm-playground","false","true","""Markdown Preview"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","json-format","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","base64-codec","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","markdown-preview","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","yaml-json","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","csv-json","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","text-diff","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","file-metadata","false","false","""YAML ⇄ JSON Converter"" does not produce files.","""File Metadata Viewer"" does not accept text."
"yaml-json","image-preview","false","false","""YAML ⇄ JSON Converter"" does not produce files.","""Image Preview"" does not accept text."
"yaml-json","qr-generator","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","regex-tester","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","jwt-decoder","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","timestamp-converter","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","hash-generator","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","url-utils","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","uuid-generator","false","false","""YAML ⇄ JSON Converter"" does not produce files.","""UUID Generator"" does not accept text."
"yaml-json","qr-decoder","false","false","""YAML ⇄ JSON Converter"" does not produce files.","""QR Decoder"" does not accept text."
"yaml-json","passphrase-generator","false","false","""YAML ⇄ JSON Converter"" does not produce files.","""Passphrase Generator"" does not accept text."
"yaml-json","prompt-library","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","sql-formatter","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","cron-explainer","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","text-cases","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","html-entities","false","true","""YAML ⇄ JSON Converter"" does not produce files.","Compatible text ports; content validation still required"
"yaml-json","mime-lookup","false","false","""YAML ⇄ JSON Converter"" does not produce files.","""MIME Type Lookup"" does not accept text."
